Date,Iprec,WindSp,WindDir,RelHum,AirT,Swglobal
23/08/2010 18:00 ,0,0.78,84.84,81.83,19.29,79.92
23/08/2010 19:00 ,0,0.73,162.03,84.15,18.46,23.35
23/08/2010 20:00 ,0,0.94,192.31,85.15,17.89,0.23
23/08/2010 21:00 ,0,0.76,170.8,84.13,17.58,-0.85
23/08/2010 22:00 ,0,0.66,170.45,84.28,17.19,-0.85
23/08/2010 23:00 ,0,1.03,188.09,86.15,16.48,-0.85
24/08/2010 00:00 ,0,0.7,162.06,87.48,16.23,-0.85
24/08/2010 01:00 ,0,0.51,165.46,88.78,15.91,-0.85
24/08/2010 02:00 ,0,0.69,144.21,89.25,15.7,-0.85
24/08/2010 03:00 ,0,0.72,156.48,89.63,15.62,-0.85
24/08/2010 04:00 ,0,0.5,177.79,89.15,15.59,-0.85
24/08/2010 05:00 ,0,0.9,193.5,92.63,15.16,-0.85
24/08/2010 06:00 ,0.24,1.32,217.5,93.93,14.64,5.4
24/08/2010 07:00 ,0.02,0.81,237.15,93.18,14.65,36.96
24/08/2010 08:00 ,0.05,0.48,113.55,94.35,15.28,106.7
24/08/2010 09:00 ,0,0.83,101,94.2,15.77,183.18
24/08/2010 10:00 ,0.17,1.39,81.02,95.48,15.83,223.83
24/08/2010 11:00 ,0,1.28,35.97,88.88,17.39,572.35
24/08/2010 12:00 ,0,1.64,27.92,84.62,18.7,685.93
24/08/2010 13:00 ,0.05,1.8,104.45,76.11,19.54,683
24/08/2010 14:00 ,0,2.18,29.7,80.21,19.73,723.43
24/08/2010 15:00 ,0,1.83,48.45,76.28,20.49,685.33
24/08/2010 16:00 ,0.17,1.37,108.15,76.02,19.51,264.65
24/08/2010 17:00 ,0.17,1.02,172.94,74.83,19.81,281
24/08/2010 18:00 ,0,0.78,152.39,80.11,18.95,86.78
24/08/2010 19:00 ,0.25,1.11,213.29,84.45,17.66,36.95
24/08/2010 20:00 ,0.05,1.47,213.63,86.23,16.73,1.82
24/08/2010 21:00 ,1.34,2.42,221.85,89.68,15.46,-0.85
24/08/2010 22:00 ,0.42,1.68,240.07,91.7,14.47,-0.85
24/08/2010 23:00 ,0,1.79,234.3,90.65,14.19,-0.85
25/08/2010 00:00 ,0,2.13,230.11,90.25,13.48,-0.85
25/08/2010 01:00 ,0,2.25,226.42,88.73,13.06,-0.85
25/08/2010 02:00 ,0.05,2.15,229.96,88.95,12.53,-0.85
25/08/2010 03:00 ,0,2.28,229.5,88.53,12.38,-0.85
25/08/2010 04:00 ,0,2.32,231.12,86.93,12.1,-0.85
25/08/2010 05:00 ,0,2.48,231.14,84.05,12.2,-0.85
25/08/2010 06:00 ,0,2.53,233.5,82.45,12.16,6.51
25/08/2010 07:00 ,0.01,2.14,233.22,81.2,12.29,19.77
25/08/2010 08:00 ,0,2.06,229,80.24,12.79,188.61
25/08/2010 09:00 ,0,1.21,224.58,71.87,15.56,427.53
25/08/2010 10:00 ,0,1.41,194.35,71.03,16.76,561.55
25/08/2010 11:00 ,0,1.4,98.8,67.01,17.74,670.9
25/08/2010 12:00 ,0,1.92,18.68,62.99,18.7,814.6
25/08/2010 13:00 ,0,1.99,14.84,62.17,19.18,859
25/08/2010 14:00 ,0,1.78,36.11,60.65,19.91,811.8
25/08/2010 15:00 ,0,1.88,100.96,62.84,20.29,621.48
25/08/2010 16:00 ,0,1.95,8.97,64.03,20.35,519.18
25/08/2010 17:00 ,0,1.72,26.3,70.49,20.7,452.25
25/08/2010 18:00 ,0,1.32,42.81,66.85,20.42,266.15
25/08/2010 19:00 ,0,1.09,117.17,74.5,18.74,61.05
25/08/2010 20:00 ,0,2.04,222.88,79.2,16.62,1.31
25/08/2010 21:00 ,0,2.36,226.48,81.93,15.88,-0.85
25/08/2010 22:00 ,0,2.02,227.51,82.75,15.82,-0.85
25/08/2010 23:00 ,0,1.46,229.68,84.48,16.09,-0.85
26/08/2010 00:00 ,0,1.74,225.79,85.5,15.8,-0.85
26/08/2010 01:00 ,0,2.29,228.08,87.48,14.82,-0.85
26/08/2010 02:00 ,0,2.21,228.9,87.5,14.3,-0.85
26/08/2010 03:00 ,0,2.06,228.88,87.13,13.81,-0.85
26/08/2010 04:00 ,0,2.25,228.33,86.78,13.53,-0.85
26/08/2010 05:00 ,0,2.19,229.24,85.13,13.26,-0.85
26/08/2010 06:00 ,0,2.07,228.5,86.95,13.16,5.03
26/08/2010 07:00 ,0,1.77,230.83,87.58,13.28,21.67
26/08/2010 08:00 ,0,1.74,230.07,84.78,14.15,181.14
26/08/2010 09:00 ,0,0.71,75.28,74.72,16.76,398.45
26/08/2010 10:00 ,0,1.03,18.03,75.79,17.72,591.65
26/08/2010 11:00 ,0,1.21,101.97,72.79,18.83,724.6
26/08/2010 12:00 ,0,1.51,32.13,71.9,19.85,811.03
26/08/2010 13:00 ,0,2.03,16.86,68.47,20.73,844.25
26/08/2010 14:00 ,0,1.82,18,65.8,21.75,840
26/08/2010 15:00 ,0,1.59,27.93,67.42,22.02,671.13
26/08/2010 16:00 ,0,1.8,50.68,72.15,22.1,561.35
26/08/2010 17:00 ,0,1.7,55.49,69.93,22.12,444.63
26/08/2010 18:00 ,0,1.13,82.42,72.02,21.33,203.7
26/08/2010 19:00 ,0,1.19,158.63,79.67,19.56,30.09
26/08/2010 20:00 ,0,1.63,204.74,83.45,18.15,0.48
26/08/2010 21:00 ,0,1.59,213.76,84.75,17.68,-0.85
26/08/2010 22:00 ,0,1.35,215.83,86.35,17.49,-0.85
26/08/2010 23:00 ,0,1.23,229.06,89.28,16.83,-0.85
27/08/2010 00:00 ,0,0.64,187.84,92.95,16.37,-0.85
27/08/2010 01:00 ,0,0.79,138.41,94.08,16.25,-0.85
27/08/2010 02:00 ,0,0.59,139.33,94.85,16.06,-0.85
27/08/2010 03:00 ,0,0.58,137.89,95.28,15.91,-0.85
27/08/2010 04:00 ,0,0.65,62.62,96.4,15.65,-0.85
27/08/2010 05:00 ,0,0.59,74.63,97.58,15.35,-0.85
27/08/2010 06:00 ,0,0.64,79.21,98.1,15.16,0.85
27/08/2010 07:00 ,0,0.87,136.56,98.4,15.13,31.3
27/08/2010 08:00 ,0,0.78,98.38,98.5,15.19,40.87
27/08/2010 09:00 ,0,0.89,74.76,98.6,15.49,139.72
27/08/2010 10:00 ,0,0.99,66.98,98.4,15.68,95.1
27/08/2010 11:00 ,0,0.8,89.13,98.3,15.82,97.87
27/08/2010 12:00 ,0,0.86,96.83,96.8,16.05,86.12
27/08/2010 13:00 ,6.26,4.9,167.74,81.26,15.22,22.58
27/08/2010 14:00 ,2.77,2.22,249.96,82.6,14.08,119.71
27/08/2010 15:00 ,0.03,1.09,179.16,84.1,15.02,365.15
27/08/2010 16:00 ,0,1.28,121.36,83.53,16.29,383.65
27/08/2010 17:00 ,0,0.99,50.3,77.99,17.81,362.18
27/08/2010 18:00 ,2.45,3.3,247.87,79.54,16.12,57.43
27/08/2010 19:00 ,0.2,2.52,226.04,88.13,13.63,20.96
27/08/2010 20:00 ,0.13,1.99,230.8,92.25,12.82,0.14
27/08/2010 21:00 ,0.1,2.08,242.93,90.85,12.8,-0.85
27/08/2010 22:00 ,0.01,1.93,241.8,90.28,12.74,-0.85
27/08/2010 23:00 ,0,1.96,222.45,87.93,13,-0.85
28/08/2010 00:00 ,0,1.92,237.68,88.73,12.56,-0.85
28/08/2010 01:00 ,0,2.32,231.39,88.58,12.48,-0.85
28/08/2010 02:00 ,0.5,3.02,209.86,82.88,13.04,-0.85
28/08/2010 03:00 ,0.52,4,201.1,75.1,13.43,-0.85
28/08/2010 04:00 ,0.09,1.94,226.3,82.8,12.24,-0.85
28/08/2010 05:00 ,0.44,3.81,219.04,77.85,12.23,-0.85
28/08/2010 06:00 ,0.08,2.91,211.22,73.47,12.3,6.28
28/08/2010 07:00 ,0,3.54,207.71,68.69,13.16,65.76
28/08/2010 08:00 ,0,2.53,190.48,65.28,13.86,132.35
28/08/2010 09:00 ,0,3.08,193.29,64.61,13.87,166.75
28/08/2010 10:00 ,0.14,3.28,140.05,60.96,14.39,312.63
28/08/2010 11:00 ,0.26,5.27,171.06,57.29,14.67,429.78
28/08/2010 12:00 ,0,3.18,142.76,55.08,14.62,318.98
28/08/2010 13:00 ,0.01,3.4,145.64,49.67,15.13,492.55
28/08/2010 14:00 ,0,4.15,144.48,51.12,16.03,838.2
28/08/2010 15:00 ,0,3.63,143.87,45.51,16.54,770.83
28/08/2010 16:00 ,0,5.29,166.27,45.7,15.14,354.85
28/08/2010 17:00 ,0,5.44,157.23,49.88,13.9,313.85
28/08/2010 18:00 ,0,4.3,167.37,48.89,13.29,122.34
28/08/2010 19:00 ,0,4.5,169.87,51.61,11.94,39.12
28/08/2010 20:00 ,0,4.71,168.32,52.08,11.11,0.82
28/08/2010 21:00 ,0,4.55,170.34,47.42,10.43,-0.85
28/08/2010 22:00 ,0,3.33,156.53,53.98,9.56,-0.85
28/08/2010 23:00 ,0,4.41,168.77,55.08,9.27,-0.85
29/08/2010 00:00 ,0,4.07,164.12,60.65,8.52,-0.85
29/08/2010 01:00 ,0,4.47,186.21,51.72,8.38,-0.85
29/08/2010 02:00 ,0,4.24,181.65,47.36,8.08,-0.85
29/08/2010 03:00 ,0,2.78,190.61,46.26,7.57,-0.85
29/08/2010 04:00 ,0,1.43,210.1,48.64,7.03,-0.85
29/08/2010 05:00 ,0,1.86,204.68,49.18,7.05,-0.85
29/08/2010 06:00 ,0,1.44,192.48,51.77,6.62,4.03
29/08/2010 07:00 ,0,2.49,180.83,46.65,7.42,19.03
29/08/2010 08:00 ,0,3.02,191.43,43.97,8.17,179.85
29/08/2010 09:00 ,0,2.42,188.38,40.42,9.94,426.35
29/08/2010 10:00 ,0,1.89,150.62,36.56,11.15,659.6
29/08/2010 11:00 ,0,2.11,99.37,39.63,12.02,757.25
29/08/2010 12:00 ,0,2.39,72.88,42.32,13.27,828
29/08/2010 13:00 ,0,2.4,80.08,33.96,14.4,857.5
29/08/2010 14:00 ,0,1.97,113.03,37.42,15.49,851.95
29/08/2010 15:00 ,0,3.54,76.04,32.48,16.43,862.5
29/08/2010 16:00 ,0,3.28,64.73,35.42,16,664.83
29/08/2010 17:00 ,0,2.5,19.48,47.79,15.08,484.63
29/08/2010 18:00 ,0,0.81,82.56,57.28,12.81,92.76
29/08/2010 19:00 ,0,0.77,184.16,61.03,11.52,16.76
29/08/2010 20:00 ,0,0.92,179.47,68.15,10.84,-0.23
29/08/2010 21:00 ,0,0.83,171.29,73.59,10.32,-0.85
29/08/2010 22:00 ,0,0.68,196.59,80.39,9.83,-0.85
29/08/2010 23:00 ,0.65,0.94,253.5,90.53,8.66,-0.85
30/08/2010 00:00 ,0.23,0.65,251.8,93.08,8.25,-0.85
30/08/2010 01:00 ,0.01,0.71,271.27,93.33,7.91,-0.85
30/08/2010 02:00 ,0.66,0.98,283.06,92.08,7.65,-0.85
30/08/2010 03:00 ,0.02,1.55,232.33,90.7,7.47,-0.85
30/08/2010 04:00 ,0.02,2.23,260.91,85.68,7.56,-0.85
30/08/2010 05:00 ,0.08,2.44,218.69,80.09,7.53,-0.85
30/08/2010 06:00 ,0,2.51,223.06,78.18,7.7,4.97
30/08/2010 07:00 ,0,2.85,200.85,71.27,8.14,34.03
30/08/2010 08:00 ,0.22,5.16,188.17,64.57,8.14,82.88
30/08/2010 09:00 ,0,4.72,175.41,64.57,7.27,123.37
30/08/2010 10:00 ,0,3.92,176.77,48.31,8.18,538.93
30/08/2010 11:00 ,0,3.79,160.47,42.63,9.3,730.5
30/08/2010 12:00 ,0,4.55,159.71,34.86,9.64,845.75
30/08/2010 13:00 ,0,5.62,167.18,34.81,9.7,853.48
30/08/2010 14:00 ,0,4.32,146.73,38.43,9.87,791.55
30/08/2010 15:00 ,0,5.14,161.39,36.64,10.2,838.75
30/08/2010 16:00 ,0,4.18,162.46,40.79,9.19,171.18
30/08/2010 17:00 ,0,3.06,157.45,44.99,9.01,159.08
30/08/2010 18:00 ,0,3.18,148.42,48.62,8.6,166.38
30/08/2010 19:00 ,0,3.13,167.97,56.35,7.16,33.51
30/08/2010 20:00 ,0,3.71,178.9,59.6,6.73,0.26
30/08/2010 21:00 ,0,2.58,164.9,60.85,6.54,-0.85
30/08/2010 22:00 ,0,2.36,180.26,73.57,5.77,-0.85
30/08/2010 23:00 ,0.48,1.34,206.84,84.25,4.83,-0.85
31/08/2010 00:00 ,1.02,1.98,188.7,86.08,4.51,-0.85
31/08/2010 01:00 ,1.06,2.65,172.54,84.33,4.45,-0.85
31/08/2010 02:00 ,0.6,1.73,221.42,93.3,3.18,-0.85
31/08/2010 03:00 ,0.28,1.92,186.45,89.53,3.57,-0.85
31/08/2010 04:00 ,0.02,2.48,193.33,81.13,4.84,-0.85
31/08/2010 05:00 ,0,2.86,178.05,78.89,4.96,-0.85
31/08/2010 06:00 ,0.5,2.66,179.1,77.96,5.09,3.12
31/08/2010 07:00 ,0.92,3.98,186.44,68.45,5.87,34.63
31/08/2010 08:00 ,0.67,4.6,189,64.83,6.48,92.79
31/08/2010 09:00 ,0.25,4.74,182.15,64.09,6.61,172.9
31/08/2010 10:00 ,0,4.42,182.14,57.31,8.2,555.63
31/08/2010 11:00 ,0,3.47,145.48,56.26,9.09,738.2
31/08/2010 12:00 ,0,3.72,88.44,50.28,9.82,851.75
31/08/2010 13:00 ,0,4.64,83.05,54.42,9.65,599.63
31/08/2010 14:00 ,0,4.12,86.09,56.34,9.46,524.55
31/08/2010 15:00 ,0,4.79,89.58,51.37,9.57,413.45
31/08/2010 16:00 ,0,4.69,88.25,55.25,9.14,346.18
31/08/2010 17:00 ,0,4.52,90.93,55.79,8.75,161.08
31/08/2010 18:00 ,0,3.2,122.65,53.45,8.52,157.48
31/08/2010 19:00 ,0,3.41,152.66,56.61,7.4,16.61
31/08/2010 20:00 ,0,3.3,155.48,59.41,6.82,0.26
31/08/2010 21:00 ,0,3.73,152.49,62.52,6.57,-0.85
31/08/2010 22:00 ,0,3.87,154.91,62.14,6.44,-0.85
31/08/2010 23:00 ,0,3.25,157.25,57.87,6.5,-0.85
01/09/2010 00:00,0,3.47,161.43,52.48,6.31,-0.85
01/09/2010 01:00,0,4.65,174.45,50.22,6.2,-0.85
01/09/2010 02:00,0,4.08,184.6,49.94,5.76,-0.85
01/09/2010 03:00,0,4.35,193.97,47.39,5.64,-0.85
01/09/2010 04:00,0,4.52,193.92,47,5.58,-0.85
01/09/2010 05:00,0,2.9,191.48,49.99,5.02,-0.85
01/09/2010 06:00,0,2.5,224.93,54.18,3.84,3.64
01/09/2010 07:00,0,2.65,231.7,54.42,3.86,17.08
01/09/2010 08:00,0,2.08,204.73,43.38,5.43,167.87
01/09/2010 09:00,0,1.81,147,28.69,8.9,428.85
01/09/2010 10:00,0,3.38,149.61,18.84,10.66,603.63
01/09/2010 11:00,0,3.84,145,22.22,11.32,741.45
01/09/2010 12:00,0,5.39,162.34,19.96,11.87,830.25
01/09/2010 13:00,0,4.88,164.38,24.54,12.44,861.5
01/09/2010 14:00,0,3.97,139.67,25.05,13.26,831.5
01/09/2010 15:00,0,3.84,133.45,32.34,13.77,745.4
01/09/2010 16:00,0,3.92,140.43,30.74,14.28,611.7
01/09/2010 17:00,0,4.15,164.41,32.9,14.32,440.43
01/09/2010 18:00,0,4.81,176.43,31.2,14.07,247.13
01/09/2010 19:00,0,5.16,189.47,31.34,12.93,37.42
01/09/2010 20:00,0,3.9,200.79,33.17,12,-0.06
01/09/2010 21:00,0,1.96,231.68,43.36,9.74,-0.85
01/09/2010 22:00,0,2.47,228.05,46.92,8.76,-0.85
01/09/2010 23:00,0,2.5,227.68,48.46,8.05,-0.85
02/09/2010 00:00,0,2.38,228.25,52.54,7.2,-0.85
02/09/2010 01:00,0,2.2,228.73,56.77,6.47,-0.85
02/09/2010 02:00,0,2.24,228.71,58.46,5.9,-0.85
02/09/2010 03:00,0,2.27,228.55,58.12,5.77,-0.85
02/09/2010 04:00,0,1.87,232.41,59.75,5.49,-0.85
02/09/2010 05:00,0,1.87,227.12,60.52,5.16,-0.85
02/09/2010 06:00,0,1.89,229.97,62.26,4.9,3.75
02/09/2010 07:00,0,1.45,230.14,63.61,4.89,19.21
02/09/2010 08:00,0,1.26,229.65,67.04,5.75,164.33
02/09/2010 09:00,0,0.77,95.03,62.54,8.38,410.05
02/09/2010 10:00,0,1.13,15.67,61.79,9.36,569.43
02/09/2010 11:00,0,1.43,106.84,60.39,10.9,698.73
02/09/2010 12:00,0,1.74,27.79,58.75,11.91,744.3
02/09/2010 13:00,0,1.66,27,58.75,12.58,725.48
02/09/2010 14:00,0,1.73,18.95,49.31,13.33,701.45
02/09/2010 15:00,0,1.7,27.39,52.56,14.12,675.23
02/09/2010 16:00,0,1.72,29.77,47.93,14.7,571.55
02/09/2010 17:00,0,1,30.13,53.78,14.1,275.45
02/09/2010 18:00,0,0.9,83.03,58.44,13.19,152.4
02/09/2010 19:00,0,1.39,202.14,64.42,11.71,28
02/09/2010 20:00,0,2.29,226.22,69.92,10.05,-0.26
02/09/2010 21:00,0,2.53,226.08,71.8,9.54,-0.85
02/09/2010 22:00,0,2.32,227.77,72.94,9.33,-0.85
02/09/2010 23:00,0,2.01,229.7,73.77,9.16,-0.85
03/09/2010 00:00,0,2.17,228.67,75.33,8.72,-0.85
03/09/2010 01:00,0,2.16,228.81,76.73,8.36,-0.85
03/09/2010 02:00,0,2.05,226.7,78.78,8.02,-0.85
03/09/2010 03:00,0,1.83,230.28,79.53,7.98,-0.85
03/09/2010 04:00,0,1.8,226.32,77.82,8.1,-0.85
03/09/2010 05:00,0,1.41,230.87,78.18,8,-0.85
03/09/2010 06:00,0,1.07,216.18,77.45,8.24,2.41
03/09/2010 07:00,0,0.78,200.28,76.17,8.5,35.62
03/09/2010 08:00,0,0.42,159.09,74.36,9.53,144.35
03/09/2010 09:00,0,0.57,63.28,69.87,11,270.1
03/09/2010 10:00,0,1.02,110.27,67.81,13.61,615.35
03/09/2010 11:00,0,1.63,9.49,65.08,14.8,761.95
03/09/2010 12:00,0,1.51,12.47,66.01,15.19,745.6
03/09/2010 13:00,0,1.27,26.06,66.11,13.96,350.85
03/09/2010 14:00,0,1.35,30.37,69.25,14.24,587.98
03/09/2010 15:00,0,1.56,55.01,70.03,15.09,700.08
03/09/2010 16:00,0,1.23,55.98,69.81,15.25,456.55
03/09/2010 17:00,0,1.13,52.04,67.61,15.21,277.6
03/09/2010 18:00,0,0.74,128.2,72.53,13.95,94.57
03/09/2010 19:00,0,1.08,168.3,75.16,13.34,36.5
03/09/2010 20:00,0,2.31,228.97,80.64,11.36,-0.17
03/09/2010 21:00,0,2.43,227.3,83.25,10.72,-0.85
03/09/2010 22:00,0,2.21,228.75,84.4,10.46,-0.85
03/09/2010 23:00,0,1.7,230.57,84.53,10.62,-0.85
04/09/2010 00:00,0,1.77,227.43,84.8,10.6,-0.85
04/09/2010 01:00,0,1.35,228.15,85.55,10.62,-0.85
04/09/2010 02:00,0,1.82,229.75,86.68,9.86,-0.85
04/09/2010 03:00,0,1.61,229.92,87.35,9.72,-0.85
04/09/2010 04:00,0,1.09,228.68,86.68,10.04,-0.85
04/09/2010 05:00,0,0.95,229.19,87.53,9.76,-0.85
04/09/2010 06:00,0,1.43,198.61,85.75,9.66,2.47
04/09/2010 07:00,0,1.2,227.02,82.63,9.91,41.01
04/09/2010 08:00,0,1.04,200.49,76.99,10.71,121.3
04/09/2010 09:00,0,1.05,183.13,68.23,12.49,288.85
04/09/2010 10:00,0,1.17,69.85,67.34,13.91,421
04/09/2010 11:00,0,1.67,112.03,56.14,14.35,484.03
04/09/2010 12:00,0,2.22,96.27,53.24,16.23,679.73
04/09/2010 13:00,0,2.54,129.42,44.73,16.38,565.8
04/09/2010 14:00,0,2.76,144.27,41.18,16.47,533.78
04/09/2010 15:00,0,2.72,156.68,38.62,16.74,439.18
04/09/2010 16:00,0,3.08,167.59,37.39,16.55,339.38
04/09/2010 17:00,0,4.07,180.7,39.64,15.89,174.25
04/09/2010 18:00,0,3.43,181.07,39.03,15.66,143.02
04/09/2010 19:00,0,3.83,185.99,39.38,14.63,15.25
04/09/2010 20:00,0,3.65,192.78,39.66,14.01,-0.62
04/09/2010 21:00,0,3.85,186.19,38.14,13.86,-0.85
04/09/2010 22:00,0,3.37,197.95,40.71,13.08,-0.85
04/09/2010 23:00,0,3.52,209.15,42.75,12.43,-0.85
05/09/2010 00:00,0,3.27,203.65,43.61,12.27,-0.85
05/09/2010 01:00,0,1.88,227.87,50.28,11.27,-0.85
05/09/2010 02:00,0,2.6,228.38,54.6,10.16,-0.85
05/09/2010 03:00,0,2.58,229.49,57.22,9.56,-0.85
05/09/2010 04:00,0,2.53,227.42,59.08,9.06,-0.85
05/09/2010 05:00,0,2.34,226.66,58.92,8.73,-0.85
05/09/2010 06:00,0,2.21,229.18,60.3,8.42,2.44
05/09/2010 07:00,0,2.01,230.58,61.22,8.7,24.88
05/09/2010 08:00,0,1.58,230.18,63.97,9.3,144.33
05/09/2010 09:00,0,0.85,230.93,69,10.73,357.98
05/09/2010 10:00,0,0.95,25.75,67.17,10.82,497.03
05/09/2010 11:00,0,1.5,19.65,63.98,12.06,681.15
05/09/2010 12:00,0,1.79,10.85,59.99,13.12,747.8
05/09/2010 13:00,0,1.62,16.87,59.78,13.77,642.4
05/09/2010 14:00,0,1.8,34.3,66.15,14.61,716.65
05/09/2010 15:00,0,2.07,25.8,58.44,15.39,682.2
05/09/2010 16:00,0,1.84,32.77,61.06,15.77,539.4
05/09/2010 17:00,0,1.53,53.31,67.42,15.39,310.2
05/09/2010 18:00,0,1.06,93.04,76.6,14.26,137.7
05/09/2010 19:00,0,1.12,170.05,84.38,12.58,19.34
05/09/2010 20:00,0,1.25,189.41,86.43,11.81,-0.65
05/09/2010 21:00,0,1.1,191.03,87.78,11.62,-0.85
05/09/2010 22:00,0,1.21,207.33,88.18,11.41,-0.85
05/09/2010 23:00,0,1.2,222.99,88.2,11.12,-0.85
06/09/2010 00:00,0,1.74,230.31,89.08,10.39,-0.85
06/09/2010 01:00,0,2.2,229.12,88.2,9.47,-0.85
06/09/2010 02:00,0,2.06,229.24,87.25,8.78,-0.85
06/09/2010 03:00,0,1.83,226.83,86,8.97,-0.85
06/09/2010 04:00,0,1.57,233.36,82.33,9.09,-0.85
06/09/2010 05:00,0,1.58,226.07,80.78,8.67,-0.85
06/09/2010 06:00,0,1.95,229.22,79.44,7.98,2.44
06/09/2010 07:00,0,1.99,228.51,77.6,7.77,16.82
06/09/2010 08:00,0,1.79,229.07,70.55,8.68,147.59
06/09/2010 09:00,0,1.51,320.27,72.43,10.94,397.78
06/09/2010 10:00,0,1.44,101.07,74.69,11.55,570.5
06/09/2010 11:00,0,1.43,29.94,74.4,12.9,715.5
06/09/2010 12:00,0,1.73,21.8,71.54,13.96,806.53
06/09/2010 13:00,0,2.02,21.25,71.82,14.87,741.93
06/09/2010 14:00,0,1.35,111.31,69.04,13.83,270
06/09/2010 15:00,0,1.01,64.25,72.19,13.85,241.1
06/09/2010 16:00,0,1.08,72.61,78.34,13.58,208.48
06/09/2010 17:00,0,1.03,80.45,82.63,13.12,156.75
06/09/2010 18:00,0,1.03,127.96,86.68,12.3,41.38
06/09/2010 19:00,0,0.95,165.8,91.13,11.42,2.76
06/09/2010 20:00,0,0.61,136.43,94.73,10.83,-0.85
06/09/2010 21:00,0.2,0.71,83.66,96.98,10.53,-0.85
06/09/2010 22:00,0.6,0.79,167.5,98.08,10.34,-0.85
06/09/2010 23:00,0.1,0.72,72.9,98.33,10.26,-0.85
07/09/2010 00:00,1,0.98,130.9,98.65,10.05,-0.85
07/09/2010 01:00,0.7,0.71,26.29,98.85,9.86,-0.85
07/09/2010 02:00,0.4,0.77,93.22,98.95,9.53,-0.85
07/09/2010 03:00,0.8,0.65,76.12,99.05,9.42,-0.85
07/09/2010 04:00,0.3,0.59,71.53,99.13,9.24,-0.85
07/09/2010 05:00,0.3,0.53,74.51,99.2,9.21,-0.85
07/09/2010 06:00,0.1,0.57,87.33,99.18,9.19,0.2
07/09/2010 07:00,0.2,0.71,98.21,99.25,9.04,6.14
07/09/2010 08:00,0.1,0.78,95.2,99.23,9.04,32.07
07/09/2010 09:00,0.1,0.89,91.78,99.28,9.18,50.47
07/09/2010 10:00,0.1,0.85,73.94,99.33,9.15,67.77
07/09/2010 11:00,0.1,1.04,92.33,99.4,9.18,64.17
07/09/2010 12:00,0.4,1.34,118.23,99.38,9.03,39.31
07/09/2010 13:00,0.2,1.23,96.01,99.4,9.12,57.52
07/09/2010 14:00,0.1,0.97,87.92,99.43,9.22,47.89
07/09/2010 15:00,0.3,1.11,94.87,99.43,9.41,66.47
07/09/2010 16:00,0,1.1,104.27,99.48,9.6,43.26
07/09/2010 17:00,0.2,0.71,135.98,99.5,9.76,34.11
07/09/2010 18:00,0,0.94,87.07,99.48,9.85,7.7
07/09/2010 19:00,0,0.72,88.05,99.5,9.92,2.27
07/09/2010 20:00,0.2,0.52,199.68,99.5,9.88,-0.85
07/09/2010 21:00,0.5,0.76,116.92,99.5,9.9,-0.85
07/09/2010 22:00,0.2,0.77,116.25,99.58,9.96,-0.85
07/09/2010 23:00,0.5,0.77,125.66,99.53,10.05,-0.85
08/09/2010 00:00,0,0.42,77.65,99.5,10.1,-0.85
08/09/2010 01:00,0.2,0.74,136.53,99.6,10.15,-0.85
08/09/2010 02:00,0,0.79,107.14,99.58,10.14,-0.85
08/09/2010 03:00,0.1,0.73,89.25,99.55,10.11,-0.85
08/09/2010 04:00,0.3,0.93,144.39,99.6,9.99,-0.85
08/09/2010 05:00,0.3,0.99,95.62,99.6,9.94,-0.85
08/09/2010 06:00,0.1,1.19,111.05,99.58,9.85,0.03
08/09/2010 07:00,0,1.04,86.33,99.6,9.83,6.76
08/09/2010 08:00,0,1.06,74.13,99.63,9.77,13.89
08/09/2010 09:00,0,1.01,99.17,99.63,9.84,16.62
08/09/2010 10:00,0,1.45,94.7,99.68,10.09,49.5
08/09/2010 11:00,0,1.2,98.47,99.65,10.4,128.45
08/09/2010 12:00,0,1.25,73.22,99.63,10.83,141.75
08/09/2010 13:00,0,1.67,118.07,99.6,11.17,176.5
08/09/2010 14:00,0,1.48,123.8,99.48,11.34,187.4
08/09/2010 15:00,0.1,1.34,74.84,99.4,10.79,67.65
08/09/2010 16:00,0.1,1.44,65.13,99.38,10.82,52.77
08/09/2010 17:00,0,1.14,45.19,99.45,10.8,45.92
08/09/2010 18:00,0.2,1.04,116.38,99.5,10.55,15.08
08/09/2010 19:00,1.8,1.22,108.76,99.5,10.34,1.25
08/09/2010 20:00,0,1.06,126.97,99.5,9.98,-0.85
08/09/2010 21:00,4.4,2.6,154.21,98.4,9.22,-0.85
08/09/2010 22:00,0.8,4.19,210.49,91,8.79,-0.85
08/09/2010 23:00,0.1,3.05,195.87,89,8.41,-0.85
09/09/2010 00:00,2.1,3.25,231.49,82.02,8.37,-0.85
09/09/2010 01:00,0.6,4.43,199.89,76.49,8.28,-0.85
09/09/2010 02:00,0,2.9,213.79,84.23,7.62,-0.85
09/09/2010 03:00,0,1.97,225.98,83.43,7.35,-0.85
09/09/2010 04:00,0,2.32,222.79,78.16,7.49,-0.85
09/09/2010 05:00,0,2.21,199.77,74.91,7.61,-0.85
09/09/2010 06:00,0,3.51,186.96,66.54,8.31,2.1
09/09/2010 07:00,0,2.64,171.96,64.19,8.84,54.81
09/09/2010 08:00,0,1.21,247.98,66.42,9.68,190.95
09/09/2010 09:00,0,1.23,92.25,61.26,10.62,381.53
09/09/2010 10:00,0,1.39,122.43,64.9,11.75,557.65
09/09/2010 11:00,0,1.9,33.03,56.65,13.18,711.55
